Location,LocCode,ImageNumber,ImageQuality,Species,NumIndividuals,Date,Time,datetime,Notes,Counter
ResearchPark_Culvert,RP,1139-RP-2019-04-21-coyote,1.0,coyote,1.0,4/21/2019,4:15:00,2019-04-21 04:15:00, ,8254
ResearchPark_Culvert,RP,IMG_1100-RP-2019-08-16-coyote,1.0,coyote,1.0,8/16/2019,4:24:00,2019-08-16 04:24:00, ,8355
ResearchPark_Culvert,RP,IMG_0049-RP-2019-08-02-coyote,2.0,coyote,1.0,8/2/2019,2:44:00,2019-08-02 02:44:00,Half body,8326
ResearchPark_Culvert,RP,384-RP-2019-04-03-coyote,1.0,coyote,1.0,4/3/2019,3:47:00,2019-04-03 03:47:00, ,8196
ResearchPark_Culvert,RP,IMG_1541-RP-2019-08-17-coyote,2.0,coyote,1.0,8/17/2019,23:50:00,2019-08-17 23:50:00, ,8356
ResearchPark_Culvert,RP,IMG_1458-RP-2020-04-21-coyote,2.0,coyote,1.0,4/21/2020,20:51:00,2020-04-21 20:51:00, ,8650
ResearchPark_Culvert,RP,IMG_0325-RP-2019-11-30-coyote,2.0,coyote,1.0,11/30/2019,19:31:00,2019-11-30 19:31:00, ,8424
ResearchPark_Culvert,RP,1058-RP-2019-04-18-rat,1.0,rat,1.0,4/18/2019,2:52:00,2019-04-18 02:52:00,This is a good picture of our rat friend,8246
ResearchPark_Culvert,RP,IMG_0144-RP-2019-12-31-coyote,1.0,coyote,1.0,12/31/2019,3:04:00,2019-12-31 03:04:00, ,8460
ResearchPark_Culvert,RP,IMG_0096-RP-2019-11-06-coyote,1.0,coyote,1.0,11/6/2019,2:11:00,2019-11-06 02:11:00, ,8415
ResearchPark_Culvert,RP,IMG_0238-RP-2019-01-10-human,1.0,human,3.0,1/10/2019,7:55:00,2019-01-10 07:55:00, ,8474
ResearchPark_Culvert,RP,116-RP-2019-05-31-coyote,1.0,coyote,1.0,5/31/2019,23:21:00,2019-05-31 23:21:00, ,8291
ResearchPark_Culvert,RP,IMG_0715-RP-2020-04-04-rabbit,3.0,rabbit,1.0,4/4/2020,4:02:00,2020-04-04 04:02:00, ,8612
ResearchPark_Culvert,RP,IMG_0139-RP-2019-12-30-coyote,1.0,coyote,1.0,12/30/2019,3:38:00,2019-12-30 03:38:00, ,8459
ResearchPark_Culvert,RP,828-RP-2019-04-14-bird,1.0,bird,1.0,4/14/2019,9:16:00,2019-04-14 09:16:00,Not sure of the species,8228
ResearchPark_Culvert,RP,IMG_0707-RP-2020-04-03-bird,3.0,bird,1.0,4/3/2020,11:50:00,2020-04-03 11:50:00, ,8608
ResearchPark_Culvert,RP,IMG_1227-RP-2020-04-15-rabbit,3.0,rabbit,1.0,4/15/2020,0:39:00,2020-04-15 00:39:00, ,8633
ResearchPark_Culvert,RP,886-RP-2019-04-14-coyote,1.0,coyote,1.0,4/14/2019,23:43:00,2019-04-14 23:43:00, ,8230
ResearchPark_Culvert,RP,IMG_1097-RP-2020-04-08-coyote,3.0,coyote,1.0,4/8/2020,3:04:00,2020-04-08 03:04:00, ,8626
ResearchPark_Culvert,RP,IMG_0521-RP-2020-03-17-coyote,2.0,coyote,2.0,3/17/2020,0:18:00,2020-03-17 00:18:00, ,8575
ResearchPark_Culvert,RP,887-RP-2019-04-14-coyote,1.0,coyote,1.0,4/14/2019,23:43:00,2019-04-14 23:43:00, ,8231
ResearchPark_Culvert,RP,203-RP-2019-04-07-coyote,1.0,coyote,1.0,4/7/2019,3:14:00,2019-04-07 03:14:00,cool pic,8202
ResearchPark_Culvert,RP,IMG_0561-RP-2020-04-03-coyote,2.0,coyote,1.0,4/3/2020,6:57:00,2020-04-03 06:57:00, ,8604
ResearchPark_Culvert,RP,IMG_1097-RP-2019-08-16-coyote,2.0,coyote,1.0,8/16/2019,4:24:00,2019-08-16 04:24:00, ,8352
ResearchPark_Culvert,RP,IMG_1616-RP-2020-04-28-rabbit,2.0,rabbit,1.0,4/28/2020,2:35:00,2020-04-28 02:35:00, ,8666
ResearchPark_Culvert,RP,IMG_0307-RP-2020-02-24-squirrel,3.0,squirrel,1.0,2/24/2020,23:23:00,2020-02-24 23:23:00, ,8518
ResearchPark_Culvert,RP,800-RP-2019-04-14-coyote,1.0,coyote,1.0,4/14/2019,0:22:00,2019-04-14 00:22:00, ,8219
ResearchPark_Culvert,RP,IMG_0356-RP-2019-01-20-coyote,1.0,coyote,1.0,1/20/2019,10:40:00,2019-01-20 10:40:00, ,8493
ResearchPark_Culvert,RP,64-RP-2019-05-02-coyote,1.0,coyote,1.0,5/2/2019,6:34:00,2019-05-02 06:34:00, ,8266
ResearchPark_Culvert,RP,IMG_0293-RP-2019-01-15-coyote,1.0,coyote,1.0,1/15/2019,4:35:00,2019-01-15 04:35:00, ,8481
ResearchPark_Culvert,RP,IMG_0134-RP-2019-12-30-raccoon,1.0,raccoon,3.0,12/30/2019,0:42:00,2019-12-30 00:42:00, ,8457
ResearchPark_Culvert,RP,IMG_0560-RP-2020-04-03-coyote,1.0,coyote,1.0,4/3/2020,6:57:00,2020-04-03 06:57:00, ,8603
ResearchPark_Culvert,RP,400-RP-2019-09-01-coyote,1.0,coyote,3.0,9/1/2019,1:24:00,2019-09-01 01:24:00,Full image of two coyote. Partial image of one coyote's head.,8370
ResearchPark_Culvert,RP,IMG_0365-RP-2019-01-23-bird,1.0,bird,1.0,1/23/2019,12:12:00,2019-01-23 12:12:00, ,8495
ResearchPark_Culvert,RP,IMG_1567-RP-2020-04-27-snake,2.0,snake,1.0,4/27/2020,14:08:00,2020-04-27 14:08:00, ,8660
ResearchPark_Culvert,RP,IMG_0558-RP-2020-04-03-coyote,2.0,coyote,1.0,4/3/2020,5:11:00,2020-04-03 05:11:00, ,8601
ResearchPark_Culvert,RP,IMG_0052-RP-2019-12-15-coyote,1.0,coyote,1.0,12/15/2019,18:17:00,2019-12-15 18:17:00, ,8445
ResearchPark_Culvert,RP,489-RP-2019-09-02-opossum,2.0,opossum,2.0,9/2/2019,15:30:00,2019-09-02 15:30:00,"Bottom right corner, under branches.",8373
ResearchPark_Culvert,RP,179-RP-2019-06-24-bird,3.0,bird,1.0,6/24/2019,6:16:00,2019-06-24 06:16:00,Blocking camera,8300
ResearchPark_Culvert,RP,IMG_0116-RP-2020-03-07-coyote,1.0,coyote,1.0,3/7/2020,1:02:00,2020-03-07 01:02:00, ,8530
ResearchPark_Culvert,RP,IMG_0720-RP-2020-04-04-bird,2.0,bird,1.0,4/4/2020,11:29:00,2020-04-04 11:29:00, ,8615
ResearchPark_Culvert,RP,IMG_0917-RP-2019-02-07-human,1.0,human,1.0,2/7/2019,7:16:00,2019-02-07 07:16:00,images in between due to another windy day,8503
ResearchPark_Culvert,RP,IMG_0379-RP-2020-02-28-squirrel,3.0,squirrel,1.0,2/28/2020,21:50:00,2020-02-28 21:50:00, ,8522
