Location,LocCode,ImageNumber,ImageQuality,Species,NumIndividuals,Date,Time,datetime,Notes,Counter
Historical_MarshTrail,MT,IMG_0404-MT-2020-02-09-rabbit,2.0,rabbit,1.0,2/9/2020,3:49:00,2020-02-09 03:49:00, ,7583
Historical_MarshTrail,MT,IMG_1689-MT-2020-03-03-rabbit,1.0,rabbit,1.0,3/3/2020,20:26:00,2020-03-03 20:26:00, ,7932
Historical_MarshTrail,MT,IMG_0105-MT-2020-02-06-rabbit,3.0,rabbit,1.0,2/6/2020,3:09:00,2020-02-06 03:09:00, ,7509
Historical_MarshTrail,MT,3209-MT-2019-12-01-rabbit,1.0,rabbit,1.0,12/1/2019,1:43:00,2019-12-01 01:43:00, ,7070
Historical_MarshTrail,MT,IMG_1163-MT-2020-02-25-rabbit,2.0,rabbit,1.0,2/25/2020,18:26:00,2020-02-25 18:26:00, ,7827
Historical_MarshTrail,MT,IMG_0057-MT-2020-02-05-rabbit,1.0,rabbit,1.0,2/5/2020,21:49:00,2020-02-05 21:49:00, ,7471
Historical_MarshTrail,MT,IMG_1474-MT-2020-02-29-rabbit,2.0,rabbit,1.0,2/29/2020,22:04:00,2020-02-29 22:04:00, ,7888
Historical_MarshTrail,MT,IMG_0505-MT-2020-01-22-coyote,3.0,coyote,1.0,1/22/2020,19:37:00,2020-01-22 19:37:00, ,7405
Historical_MarshTrail,MT,IMG_0454-MT-2019-11-04-coyote,2.0,coyote,1.0,11/4/2019,16:59:00,2019-11-04 16:59:00,back view of tail and hind legs,6774
Historical_MarshTrail,MT,IMG_0967-MT-2020-02-21-rabbit,3.0,rabbit,1.0,2/21/2020,1:57:00,2020-02-21 01:57:00, ,7726
Historical_MarshTrail,MT,IMG_1942-MT-2020-03-06-raccoon,1.0,raccoon,1.0,3/6/2020,6:42:00,2020-03-06 06:42:00, ,7954
Historical_MarshTrail,MT,IMG_1927-MT-2020-03-25-rabbit,1.0,rabbit,1.0,3/25/2020,1:03:00,2020-03-25 01:03:00, ,8093
Historical_MarshTrail,MT,IMG_0037-MT-2020-02-05-rabbit,1.0,rabbit,1.0,2/5/2020,21:37:00,2020-02-05 21:37:00, ,7451
Historical_MarshTrail,MT,3974-MT-2019-12-07-rabbit,1.0,rabbit,1.0,12/7/2019,22:52:00,2019-12-07 22:52:00, ,7329
Historical_MarshTrail,MT,IMG_0044-MT-2020-02-05-rabbit,1.0,rabbit,1.0,2/5/2020,21:41:00,2020-02-05 21:41:00, ,7458
Historical_MarshTrail,MT,3644-MT-2019-12-05-rabbit,2.0,rabbit,1.0,12/5/2019,4:51:00,2019-12-05 04:51:00, ,7231
Historical_MarshTrail,MT,IMG_0451-MT-2020-01-21-coyote,1.0,coyote,1.0,1/21/2020,18:45:00,2020-01-21 18:45:00, ,7398
Historical_MarshTrail,MT,3202-MT-2019-12-01-rabbit,1.0,rabbit,1.0,12/1/2019,1:40:00,2019-12-01 01:40:00, ,7063
Historical_MarshTrail,MT,IMG_0046-MT-2020-02-05-rabbit,2.0,rabbit,1.0,2/5/2020,21:43:00,2020-02-05 21:43:00, ,7460
Historical_MarshTrail,MT,IMG_0021-MT-2020-02-05-rabbit,3.0,rabbit,1.0,2/5/2020,20:25:00,2020-02-05 20:25:00, ,7437
Historical_MarshTrail,MT,IMG_0822-MT-2020-01-29-human,1.0,human,1.0,1/29/2020,13:01:00,2020-01-29 13:01:00, ,7421
Historical_MarshTrail,MT,3322-MT-2019-12-02-rabbit,1.0,rabbit,1.0,12/2/2019,6:28:00,2019-12-02 06:28:00, ,7101
Historical_MarshTrail,MT,3019-MT-2019-11-29-rabbit,1.0,rabbit,1.0,11/29/2019,20:14:00,2019-11-29 20:14:00, ,6996
Historical_MarshTrail,MT,IMG_0016-MT-2020-04-01-vehicle,1.0,vehicle,1.0,4/1/2020,11:11:00,2020-04-01 11:11:00, ,8122
Historical_MarshTrail,MT,IMG_1097-MT-2020-02-24-rabbit,3.0,rabbit,1.0,2/24/2020,1:27:00,2020-02-24 01:27:00, ,7807
Historical_MarshTrail,MT,IMG_1092-MT-2020-02-24-rabbit,3.0,rabbit,1.0,2/24/2020,0:37:00,2020-02-24 00:37:00, ,7805
Historical_MarshTrail,MT,IMG_1027-MT-2020-02-22-rabbit,1.0,rabbit,1.0,2/22/2020,19:30:00,2020-02-22 19:30:00, ,7765
Historical_MarshTrail,MT,IMG_1867-MT-2020-03-22-coyote,3.0,coyote,1.0,3/22/2020,19:35:00,2020-03-22 19:35:00, ,8089
Historical_MarshTrail,MT,3994-MT-2019-12-08-rabbit,2.0,rabbit,1.0,12/8/2019,3:40:00,2019-12-08 03:40:00, ,7340
